IDEA,IDEAGEN PLC,BBG0035PYLV4
TRIC,TRICOR PLC,BBG000L38QY6
TCN,TRICORN GROUP PLC,BBG000DCQTZ8
TRI,TRIFAST PLC,BBG000BBJJ00
TRIN,TRINITY EXPLORATION & PRODUC,BBG001R6GR34
TNI,TRINITY MIRROR PLC,BBG000BZ17T1
TSTL,TRISTEL PLC,BBG000BL6129
TTG,TT ELECTRONICS PLC,BBG000BF4BL1
TUI,TUI AG-DI,BBG007QX0XP3
TLPR,TULLETT PREBON PLC,BBG000PZTSJ1
TLW,TULLOW OIL PLC,BBG000BF3S99
TUNG,TUNGSTEN CORP PLC,BBG002YTDZS2
TPS,TURBO POWER SYSTEMS INC,BBG000C5XK67
TYMN,TYMAN PLC,BBG000BD0RT7
TYRU,TYRATECH INC - DI,BBG0015HLM84
TYR,TYRATECH INC - REG S,BBG000R6Y3V8
UAI,U AND I GROUP PLC,BBG000BTNQ19
UBI,UBISENSE GROUP PLC,BBG001R6DW81
UBM,UBM PLC,BBG000BFPLC6
UCP,UCP PLC,BBG000P0JQY6
UDG,UDG HEALTHCARE PLC,BBG000BKFMV3
UKM,UK MAIL GROUP PLC,BBG000BY0GP9
UKOG,UK OIL & GAS INVESTMEN,BBG000DJ3535
UKR,UKRPRODUCT GROUP LTD,BBG000QTZ7M9
ULS,ULS TECHNOLOGY PLC,BBG006SXF4Y1
USG,ULTIMATE SPORTS GROUP PLC,BBG000BHYD03
ULE,ULTRA ELECTRONICS HLDGS PLC,BBG000HHH4C3
UEP,UMC ENERGY CORP,BBG000BQ5HG9
ULVR,UNILEVER PLC,BBG000C0M8X7
UJO,UNION JACK OIL PLC,BBG004TT51M4
USY,UNISYS CORP,BBG000KMJL29
UTG,UNITE GROUP PLC,BBG000BWQ5J6
CHOC,UNITED CACAO LTD SEZC,BBG007J7SVL6
UCG,UNITED CARPETS GROUP PLC,BBG000DHBX57
UU/,UNITED UTILITIES GROUP PLC,BBG000BBFLV5
UNG,UNIVERSE GROUP PLC,BBG000LH6G79
UVEL,UNIVISION ENGINEERING LTD,BBG000DWRT74
UPL,UPLAND RESOURCES LTD,BBG00B9H51X4
UEN,URALS ENERGY PUBLIC CO LTD,BBG000CHV4X9
URA,URANIUM RESOURCES PLC,BBG000DVBPW3
UANC,URBAN & CIVIC PLC,BBG000M33V24
URU,URU METALS LTD,BBG000RRFG53
UEMS,UTILICO EMERGING-SUB SHS,BBG00B2X2XN0
UTW,UTILITYWISE PLC,BBG0032GX7X7
UTV,UTV MEDIA PLC,BBG000BF4TF9
VAL,VALIRX PLC,BBG000BD7297
VAST,VAST RESOURCES PLC,BBG000C4JJ96
VEC,VECTURA GROUP PLC,BBG000PRWXX8
VED,VEDANTA RESOURCES PLC,BBG000C305G0
VELA,VELA TECHNOLOGIES PLC,BBG000CFJJB8
VLS,VELOCYS PLC,BBG000JLCGT2
VLOX,VELOX3 PLC,BBG004T6C4C1
VENN,VENN LIFE SCIENCES HOLDINGS,BBG003Q5MDC7
VLG,VENTURE LIFE GROUP PLC,BBG005P36KY6
VZC,VERIZON COMMUNICATIONS INC,BBG000KMKVF1
VER,VERNALIS PLC,BBG000BD67C3
VRP,VERONA PHARMA PLC,BBG000C4TRV2
VRS,VERSARIEN PLC,BBG004DSFF05
VSN,VERSEON CORP,BBG008MJCPP0
VCBC,VERTU CAPITAL LTD,BBG007XKQTL8
VTU,VERTU MOTORS PLC,BBG000Q25037
VSVS,VESUVIUS PLC,BBG000BDBMW2
VNET,VIANET GROUP PLC,BBG000BPPN76
VOG,VICTORIA OIL & GAS PLC,BBG000P5LCQ2
VCP,VICTORIA PLC,BBG000BF4X79
VCT,VICTREX PLC,BBG000BXF9S8
VIP,VIPERA PLC,BBG000D22M72
VM/,VIRGIN MONEY HOLDINGS UK,BBG00782W2N6
VLK,VISLINK PLC,BBG000C3D380
VTC,VITEC GROUP PLC/THE,BBG000BF5463
VIS,VITESSE MEDIA PLC,BBG000DMFLL0
VOD,VODAFONE GROUP PLC,BBG000C6K6G9
VLX,VOLEX PLC,BBG000BF50R8
VGAS,VOLGA GAS PLC,BBG000R4VPM7
FAN,VOLUTION GROUP PLC,BBG006MJRQF7
VLE,VOLVERE PLC,BBG000LHMQG9
VP/,VP PLC,BBG000CM9SB4
WRES,W RESOURCES PLC,BBG000BJ4X26
WHI,W.H. IRELAND GROUP PLC,BBG000C11FZ0
WALG,WALCOM GROUP - D/I,BBG000QJSH47
WCW,WALKER CRIPS GROUP PLC,BBG000H93SY9
WGB,WALKER GREENBANK PLC,BBG000BF5KF7
WAND,WANDISCO PLC,BBG002ZPXXB0
WTG,WATCHSTONE GROUP PLC,BBG000KVBDM3
WATR,WATER INTELLIGENCE PLC,BBG000BP9SZ2
WTM,WATERMAN GROUP PLC,BBG000C96BM1
WTI,WEATHERLY INTERNATIONAL PLC,BBG000BBP8Y0
WEB,WEBIS HOLDINGS PLC,BBG000BVBPF4
WEIR,WEIR GROUP PLC/THE,BBG000BF5HD6
WRL,WENTWORTH RESOURCES LTD,BBG0026Z4VR9
WAFM,WEST AFRICAN MINERALS CORPOR,BBG000GN1DZ3
WSG,WESTMINSTER GROUP PLC,BBG000RJNMG7
WTE,WESTMOUNT ENERGY LTD,BBG000BHJ179
JDW,WETHERSPOON (J.D.) PLC,BBG000BT7S04
SMWH,WH SMITH PLC,BBG000MLFFM4
WTB,WHITBREAD PLC,BBG000BRVH05
1244557D,WHITEWOOD REFF LTD,BBG0088926R9
WHE,WILDHORSE ENERGY,BBG001YDR181
WMH,WILLIAM HILL PLC,BBG000BJW7V0
WIL,WILMINGTON PLC,BBG000FZGLX5
WIN,WINCANTON PLC,BBG000DMFH11
WPHO,WINDAR PHOTONICS PLC,BBG008F206T6
WSBN,WISHBONE GOLD PLC,BBG0035PVY03
WIZZ,WIZZ AIR HOLDINGS PLC,BBG006K4W492
MRW,WM MORRISON SUPERMARKETS,BBG000BDVFV6
WLFE,WOLF MINERALS LTD,BBG0029H02N8
WOS,WOLSELEY PLC,BBG000CPGQ78
WG/,WOOD GROUP (JOHN) PLC,BBG000BCGVQ6
WORK,WORK GROUP PLC,BBG000HLTDB2
WOR,WORLD CAREERS NETWORK PLC,BBG000BBP4M2
WTS,WORLD TRADE SYSTEMS PLC,BBG000CC67M3
WGP,WORLDLINK GROUP PLC,BBG00293WZ06
WPG,WORLDPAY GROUP PLC,BBG00B0TKM55
WSL,WORLDSEC LTD,BBG000BRSN97
WRN,WORTHINGTON GROUP PLC,BBG000BF6DP1
WPP,WPP PLC,BBG000BF6B57
WYG,WYG PLC,BBG000BYPZT6
WYN,WYNNSTAY GROUP PLC,BBG000H1GNT9
WSP,WYNNSTAY PROPERTIES PLC,BBG000FK9H10
XAR,XAAR PLC,BBG000BVKQF2
XCH,XCHANGING PLC,BBG000CX3GP7
XC/A,XCHANGING PLC-NEW,BBG00B6J6S81
XEL,XCITE ENERGY LTD,BBG000P0WWM1
XSG,XEROS TECHNOLOGY GROUP PLC,BBG0064M5F59
XLM,XLMEDIA PLC,BBG00645QMP6
XPP,XP POWER LTD,BBG000BZMBQ2
XPL,XPLORER PLC,BBG004TCCPP7
XTR,XTRACT RESOURCES PLC,BBG000C4TK65
YOLO,YOLO LEISURE AND TECHNOLOGY,BBG000MPYTD4
YOU,YOUGOV PLC,BBG000BK7MD2
YNGA,YOUNG & CO'S BREWERY PLC - A,BBG000BF6LW5
YNGN,YOUNG & CO'S BREWERY PLC -NV,BBG000BF6N79
YUJ,YUJIN INTERNATIONAL LTD,BBG000BYCM82
ZMNO,ZAMANO PLC,BBG000Q3ZFS2
ZAM,ZAMBEEF PRODUCTS PLC,BBG001QZRLJ5
ZIOC,ZANAGA IRON ORE CO LTD-DI,BBG001944L17
ZCC,ZCCM INVESTMENT HOLDINGS-B,BBG000BGZ379
ZEG,ZEGONA COMMUNICATIONS PLC,BBG0088LC9Y7
ZHEH,ZHEJIANG EXPRESSWAY CO-H,BBG000C9PJ52
ZBO,ZIBAO METALS RECYCLING HOLDI,BBG006LXBVG2
ZOX,ZINCOX RESOURCES PLC,BBG000BV7JG2
ZOL,ZOLTAV RESOURCES INC,BBG000LNVVW7
ZOO,ZOO DIGITAL GROUP PLC,BBG000DBR279
ZPLA,ZOOPLA PROPERTY GROUP PLC,BBG006K4WHV8
ZTF,ZOTEFOAMS PLC,BBG000BGXLF2
ZYT,ZYTRONIC PLC,BBG000BZPV76
DGE$,DIAGEO PLC-SPONSORED ADR,BBG000BVJ338
81JK,GAZPROM PAO-ADR 144A,BBG0083BXBT2
LKOE,LUKOIL PJSC-ADR 144A,BBG007YYGT38
0943421D,METRO CASH & CARRY LLC,BBG005WNKT51
BG04,QATAR TELECOM-SPONS 144A ADR,BBG004TTH7H4
BSY$,SKY PLC-SPN ADR,BBG000DXDKQ5
39IS,TURKIYE GARANTI BA-144A ADR,BBG0083BXWL4
UU/$,UNITED UTILITIES GROUP-ADR,BBG000BZFQ23
OIL,0915988 BC LTD,BBG000BV1XT3
OPM,1PM PLC,BBG000H2KS48
SPA,1SPATIAL PLC,BBG000BP68Z9
C21,21ST CENTURY TECHNOLOGY PLC,BBG000FMDKF9
TTR,32RED PLC,BBG000GWRFT7
365,365 AGILE GROUP PLC,BBG000R6FP04
III,3I GROUP PLC,BBG000BZZ876
3LEG,3LEGS RESOURCES PLC,BBG001QSN1B7
DDDD,4D PHARMA PLC,BBG005YXXLG8
FOUR,4IMPRINT GROUP PLC,BBG000C7ZNX5
7DIG,7 DIGITAL GROUP PLC,BBG000BZ94Z3
88E,88 ENERGY LTD,BBG002GGCMM6
888,888 HOLDINGS PLC,BBG000BMC9N0
AA/,AA PLC,BBG006M6SXL2
ABDP,AB DYNAMICS PLC,BBG004LSD1V5
ABBY,ABBEY PLC,BBG000BD3PK7
ABT,ABBOTT LABORATORIES,BBG000C3CY56
ABC,ABCAM PLC,BBG000JT2QS5
ADN,ABERDEEN ASSET MGMT PLC,BBG000BB8XR2
ABZA,ABZENA PLC,BBG006QRCM15
ACA,ACACIA MINING PLC,BBG000QC7GV7
1314898D,ACACIA PHARMA GROUP PLC,BBG00B07GRC9
ACL,ACAL PLC,BBG000BF7HX2
ACC,ACCESS INTELLIGENCE PLC,BBG000D3CFN6
ACSO,ACCESSO TECHNOLOGY GROUP PLC,BBG000DZ5TN3
AXS,ACCSYS TECHNOLOGIES PLC,BBG000GZVR64
ACO,ACORN MINERALS PLC,BBG003LNWGP1
AHCG,ACTION HOTELS PLC,BBG005P7B4S4
AEG,ACTIVE ENERGY GROUP PLC,BBG000BCR1Q0
ACT,ACTUAL EXPERIENCE PLC,BBG005TX8RJ6
ADAM,ADAMAS FINANCE ASIA LTD,BBG000PNQNP5
ADA,ADAMS PLC,BBG000HWSVH3
ADT,ADEPT TELECOM PLC,BBG000MR2NT1
ADGO,ADGORITHMS LTD,BBG009BCLSM2
ADM,ADMIRAL GROUP PLC,BBG000PG2GZ0
AMS,ADVANCED MEDICAL SOLUTIONS,BBG000BFGMT6
AVO,ADVANCED ONCOTHERAPY PLC,BBG000PWFPZ1
AFN,ADVFN PLC,BBG000BRW1J9
AEC,AEC EDUCATION PLC,BBG000BGRWM7
AEO,AEOREMA COMMUNICATIONS GROUP,BBG000MXYXB0
AFRK,AFARAK GROUP OYJ,BBG000TTN9R0
AFC,AFC ENERGY PLC,BBG000QWQ5W5
AFHP,AFH FINANCIAL GROUP PLC,BBG006QVMLC5
AFRB,AFI DEVELOPMENT PLC - B SHS,BBG000WH3M40
82914Z,AFILIAS LTD,BBG007D9ZZQ6
AFRI,AFRIAG PLC,BBG001864YT5
AFPO,AFRICAN POTASH LTD,BBG0024F6QK1
AMPH,AGGREGATED MICRO POWER HOLDI,BBG006R9FM39
AGK,AGGREKO PLC,BBG000BV2VX1
AGTA,AGRITERRA LTD,BBG000QTGQY5
AIRC,AIR CHINA LTD-H,BBG000PX0YT3
AIR,AIR PARTNER PLC,BBG000BZLRD2
AIEA,AIREA PLC,BBG000BF2HT2
AKR,AKERS BIOSCIENCES INC,BBG000CVFSB7
ANH,AL NOOR HOSPITALS GROUP,BBG004N6WB02
ALBA,ALBA MINERAL RESOURCES PLC,BBG000F1WX20
ALD,ALDERMORE GROUP PLC,BBG007614SV5
ALO,ALECTO MINERALS PLC,BBG000C3L719
ALNT,ALENT PLC,BBG003QGH8L0
AXM,ALEXANDER MINING PLC,BBG000F1QGQ8
AAA,ALL ASIA ASSET CAPITAL LTD,BBG004FNB2C4
ALLG,ALL LEISURE GROUP PLC,BBG000Q8JMN9
AGY,ALLERGY THERAPEUTICS PLC,BBG000F797G5
APH,ALLIANCE PHARMA PLC,BBG000BB8ZP9
ALM,ALLIED MINDS PLC,BBG006JKC953
ARGP,ALPHA RETURNS GROUP PLC,BBG000QP9QS8
AN/,ALTERNATIVE NETWORKS PLC,BBG000DVXG86
ALT,ALTITUDE GROUP PLC,BBG000BQ9MP4
ANR,ALTONA ENERGY PLC,BBG000C2R010
ALU,ALUMASC GROUP PLC,BBG000BD4G80
AMA,AMARA MINING PLC,BBG000D9VHY6
AMBR,AMBRIAN PLC,BBG000BRPNG2
AMFW,AMEC FOSTER WHEELER PLC,BBG000BD4LJ7
AA4,AMEDEO AIR FOUR PLUS LTD,BBG008N0NY51
AMED,AMEDEO RESOURCES PLC,BBG000BYZKQ1
AMER,AMERISUR RESOURCES PLC,BBG000PM1XH1
AFS,AMIAD WATER SYSTEMS LTD,BBG000C06Z92
AEX,AMINEX PLC,BBG000BS9470
AMO,AMINO TECHNOLOGIES PLC,BBG000LGNNR5
AML,AMLIN PLC,BBG000BQCH62
AMP,AMPHION INNOVATIONS PLC,BBG000C1M0D4
AMC,AMUR MINERALS CORP,BBG000F23MT5
ANA,ANA HOLDINGS INC,BBG000BTHBF4
AEN,ANDES ENERGIA PLC,BBG000KLQVS3
ASY,ANDREWS SYKES GROUP PLC,BBG000BRVJZ3
AGL,ANGLE PLC,BBG000L63ZN6
AYM,ANGLESEY MINING PLC,BBG000BF90C0
AAAP,ANGLO AFRICAN AGRICULTURE PL,BBG009NP5JS2
AAL,ANGLO AMERICAN PLC,BBG000BWF7M0
AAZ,ANGLO ASIAN MINING PLC,BBG000HQT7V2
APF,ANGLO PACIFIC GROUP PLC,BBG000BS5M92
AEP,ANGLO-EASTERN PLANTATIONS,BBG000BD4012
ANCR,ANIMALCARE GROUP PLC,BBG000RMG7S8
ANP,ANPARIO PLC,BBG000G39D98
ANTO,ANTOFAGASTA PLC,BBG000BD4SC9
AEY,ANTRIM ENERGY INC,BBG000FHR390
AO/,AO WORLD PLC,BBG005ZD5X21
AOR,AORTECH INTERNATIONAL PLC,BBG000BQGDZ5
APC,APC TECHNOLOGY GROUP PLC,BBG000BBQ9K2
APGN,APPLEGREEN PLC,BBG009BHTHT0
AGM,APPLIED GRAPHENE MATERIALS P,BBG005M0GF75
APR,APR ENERGY PLC,BBG000Q7RWS5
APRA,APR ENERGY PLC-NEW,BBG00B9MM039
ABTU,AQUA BOUNTY TECHNOLO-NEW SHA,BBG007HWZ818
AQP,AQUARIUS PLATINUM LTD,BBG000BG55S4
AFG,AQUATIC FOODS GROUP PLC,BBG007XLXW95
ARBB,ARBUTHNOT BANKING GROUP PLC,BBG000BFDJH9
ARC,ARCONTECH GROUP PLC,BBG000DTQ752
ARDN,ARDEN PARTNERS PLC,BBG000F1RPD1
ARGO,ARGO GROUP LTD,BBG000FW0C14
ARG,ARGOS RESOURCES LTD-DI,BBG000BB55D1
AGQ,ARIAN SILVER CORP,BBG000Q0CSB3
AAU,ARIANA RESOURCES PLC,BBG000HS6W02
1290280D,ARIES TELECOMS PLC,BBG009F3KSD9
ARM,ARM HOLDINGS PLC,BBG000C21L21
ACP,ARMADALE CAPITAL PLC,BBG000BVBYY4
AMR,ARMOUR GROUP PLC,BBG000BD4N76
AVP,ARMSTRONG VENTURES PLC,BBG000M2NJK1
NLG,ARRIA NLG PLC,BBG005NN6J59
ARO,ARRICANO REAL ESTATE PLC,BBG004XQ5G06
ARW,ARROW GLOBAL GROUP PLC,BBG0058141G3
ARTA,ARTILIUM PLC,BBG000BWYD55
ASA,ASA RESOURCE GROUP PLC,BBG000FLYF96
AST,ASCENT RESOURCES PLC,BBG000QLHRG9
ASPL,ASEANA PROPERTIES LTD,BBG000R3M534
ALY,ASHLEY (LAURA) HOLDINGS PLC,BBG000BD4J75
ASH,ASHLEY HOUSE PLC,BBG000H8FYF6
ASHM,ASHMORE GROUP PLC,BBG000BQY7Z8
AHT,ASHTEAD GROUP PLC,BBG000BD42C6
ACHP,ASIA CERAMICS HOLDINGS PLC,BBG0015RLS89
ARS,ASIAMET RESOURCES LTD,BBG000CS8RH8
ACHL,ASIAN CITRUS HOLDINGS LTD,BBG000BR7BF9
AGP,ASIAN GROWTH PROPERTIES LTD,BBG000LZZTD2
ASC,ASOS PLC,BBG000KL73H8
ASTO,ASSETCO PLC,BBG000DYX9K2
ASBE,ASSOC BRITISH ENGINEERING,BBG000BD57G0
ABF,ASSOCIATED BRITISH FOODS PLC,BBG000BD3SC0
AZN,ASTRAZENECA PLC,BBG000C0YGH4
ATYM,ATALAYA MINING PLC,BBG000G22HZ9
ATK,ATKINS (WS) PLC,BBG000BN0933
ATC,ATLANTIC COAL PLC,BBG000BM56J9
ARL,ATLANTIS RESOURCES LTD,BBG005YPF9L6
ADSS,ATLAS DEVELOPMENT & SUPPORT,BBG004P7SSZ8
ATMA,ATLAS MARA LTD,BBG005PD4Q82
ATQT,ATTRAQT GROUP LTD,BBG006XR37L8
AUCT,AUCTUS GROWTH PLC,BBG007171S86
BOOM,AUDIOBOOM GROUP PLC,BBG000GL1D96
AUG,AUGEAN PLC,BBG000Q6V4F8
ACE,AUHUA CLEAN ENERGY PLC,BBG002CGV270
AUK,AUKETT SWANKE GROUP PLC,BBG000BD5DZ6
AUM,AURASIAN MINERALS PLC,BBG000CSJTG3
AUE,AUREUS MINING INC,BBG001MG89T8
AUR,AURUM MINING PLC,BBG000M14G84
AUTO,AUTO TRADER GROUP PLC,BBG0086LKMG1
AVCT,AVACTA GROUP PLC,BBG000KWN5J9
AVA,AVANTI CAPITAL PLC,BBG000BCBGR3
AVN,AVANTI COMMUNICATIONS GROUP,BBG000R1XS18
AVR,AVARAE GLOBAL COINS PLC,BBG000PM4K31
AVAP,AVATION PLC,BBG00172J1L9
AVS,AVESCO GROUP PLC,BBG000BD5KR9
AVV,AVEVA GROUP PLC,BBG000C21Y87
AVG,AVINGTRANS PLC,BBG000CFNHP2
AV/,AVIVA PLC,BBG000DCK9D2
AVM,AVOCET MINING PLC,BBG000DN7JB3
AVON,AVON RUBBER PLC,BBG000BD5J65
BME,B&M EUROPEAN VALUE RETAIL SA,BBG006K4W740
BPM,B.P. MARSH & PARTNERS,BBG000M6QWV8
BAB,BABCOCK INTL GROUP PLC,BBG000BQNKS9
BCN,BACANORA MINERALS LTD,BBG006WQQNY7
BA/,BAE SYSTEMS PLC,BBG000BD5TW4
BAGR,BAGIR GROUP LTD,BBG0069NGLD8
BPC,BAHAMAS PETROLEUM CO PLC,BBG000QLH2B9
BLEY,BAILEY (C.H.) PLC,BBG000BD76H9
BBY,BALFOUR BEATTY PLC,BBG000C4KB46
BVA,BANCO BILBAO VIZCAYA ARGENTA,BBG000NRTHF9
BNC,BANCO SANTANDER SA,BBG000L0JNQ6
BGO,BANGO PLC,BBG000GX4BK8
BAC,BANK OF AMERICA CORP,BBG000DY8Y70
BKIR,BANK OF IRELAND,BBG000BD6YH9
BNK,BANKERS PETROLEUM LTD,BBG000LFC320
BARC,BARCLAYS PLC,BBG000C04D57
BWO,BARLOWORLD LTD,BBG000DCR5L4
BOIL,BARON OIL PLC,BBG000Q4J9Y5
BAG,BARR (A.G.) PLC,BBG000BD5Y53
BDEV,BARRATT DEVELOPMENTS PLC,BBG000BD6DG6
BSE,BASE RESOURCES LTD,BBG003T12W06
BFA,BASF SE,BBG000BVJ588
BVC,BATM ADVANCED COMMUNICATIONS,BBG000BFJDX8
BBA,BBA AVIATION PLC,BBG000BD61W4
BDG,BBI DIAGNOSTICS GROUP PLC-WI,BBG006JC3XT2
BCA,BCA MARKETPLACE PLC,BBG007FCQTP2
BCB,BCB HOLDINGS LTD,BBG000FXDRB4
BHRD,BE HEARD GROUP PLC,BBG007R9P3B9
BEZ,BEAZLEY PLC,BBG000PKFR65
BEG,BEGBIES TRAYNOR GROUP PLC,BBG000C3HQ76
BVM,BELGRAVIUM TECHNOLOGIES PLC,BBG000BX1JG4
BWY,BELLWAY PLC,BBG000BD8XY0
BZM,BELLZONE MINING PLC,BBG000QJCJV0
BLV,BELVOIR LETTINGS PLC,BBG002PD6299
BMK,BENCHMARK HOLDINGS PLC,BBG005NQ4Y88
BEM,BEOWULF MINING PLC,BBG000QVWS23
BRSN,BERENDSEN PLC,BBG000BDFLF9
BKY,BERKELEY ENERGY LTD,BBG000R96183
BKG,BERKELEY GROUP HOLDINGS,BBG000BD7064
BOTB,BEST OF THE BEST PLC,BBG000BWFC21
BET,BETFAIR GROUP PLC,BBG0016NB9J8
BZT,BEZANT RESOURCES PLC,BBG000C4FR65
BG/,BG GROUP PLC,BBG000F6L559
BGEO,BGEO GROUP PLC,BBG002CR6G19
BLT,BHP BILLITON PLC,BBG000BBQHY9
0982478D,BIG RED CLOUD GROUP PLC,BBG006G0ZXX1
BILB,BILBY PLC,BBG0081S3577
BILL,BILLING SERVICES GROUP LTD,BBG000BYM114
BILN,BILLINGTON HOLDINGS PLC,BBG000FLYJ34
B8F,BIOFRONTERA AG,BBG006L52B86
BIOM,BIOME TECHNOLOGIES PLC,BBG000BS80H8
BQE,BIOQUELL PLC,BBG000C4M0J2
BVXP,BIOVENTIX PLC,BBG006F52B01
BISI,BISICHI MINING PLC,BBG000BD6W74
BNR,BLENHEIM NATURAL RESOURCES P,BBG000BNZJY9
BLNX,BLINKX PLC,BBG000R8X7Z2
BMY,BLOOMSBURY PUBLISHING PLC,BBG000D8KNJ4
BLU,BLUE STAR CAPITAL PLC,BBG000D5BJJ9
BRD,BLUEROCK DIAMONDS PLC,BBG0057F9HK8
BLUR,BLUR GROUP PLC,BBG003G3GR93
BMR,BMR MINING PLC,BBG000BF2JX3
BOY,BODYCOTE PLC,BBG000BD7YV2
BOE,BOEING CO/THE,BBG000NP0FS4
BOL,BOLTON GROUP INTL LTD,BBG000BBJ3Y8
BDI,BOND INTERNATIONAL SOFTWARE,BBG000BDC2X4
BON,BONMARCHE HOLDINGS PLC,BBG005L9CS64
BOO,BOOHOO.COM PLC,BBG00639ZLK6
BOK,BOOKER GROUP PLC,BBG000C2WZL5
BHY,BOOT (HENRY) PLC,BBG000BD6RL9
BOR,BORDERS & SOUTHERN PETROLEUM,BBG000GJCL37
BOD,BOTSWANA DIAMONDS PLC,BBG001HM2123
BOU,BOUSTEAD PLC,BBG000BZ76K6
BVS,BOVIS HOMES GROUP PLC,BBG000BMLXN7
BLVN,BOWLEVEN PLC,BBG000CK1SB6
BOX,BOXHILL TECHNOLOGIES PLC,BBG000KF3W72
BP/,BP PLC,BBG000C05BD1
BCRE,BRACK CAPITAL REAL ESTATE IN,BBG006KCSDL5
BRY,BRADY PLC,BBG000Q0CVK6
BMS,BRAEMAR SHIPPING SERVICES PL,BBG000GG2KG2
BMTO,BRAIME (TF & JH)(HLDGS) PLC,BBG000BFJ1P3
BMT,"BRAIME (TF & JH)-""A""NON VOTG",BBG000BFHY37
BJU,BRAINJUICER GROUP PLC,BBG000BV73N9
BRAM,BRAMMER PLC,BBG000BD84L8
BRH,BRAVEHEART INVESTMENT GROUP,BBG000JN17P4
BREE,BREEDON AGGREGATES LTD,BBG000CN18K4
BRW,BREWIN DOLPHIN HOLDINGS PLC,BBG000CL41N7
BATS,BRITISH AMERICAN TOBACCO PLC,BBG000BG9N74
BPI,BRITISH POLYTHENE INDUSTRIES,BBG000BBQXS1
BVIC,BRITVIC PLC,BBG000BM6HY7
BRK,BROOKS MACDONALD GROUP PLC,BBG000C4BXP5
BWNG,BROWN (N) GROUP PLC,BBG000BD8W27
BSD,BSD CROWN LTD,BBG000C3RLT2
BT/A,BT GROUP PLC,BBG000C05R82
BTG,BTG PLC,BBG000BZZKH8
BNZL,BUNZL PLC,BBG000BD7MX6
BRBY,BURBERRY GROUP PLC,BBG000NSXQ99
BUR,BURFORD CAPITAL LTD,BBG000PN88Q7
BMN,BUSHVELD MINERALS LTD,BBG002QLT990
BPTY,BWIN PARTY DIGITAL ENTERTAIN,BBG000Q5VTM7
BYOT,BYOTROL PLC,BBG000BY9QT4
CCR,C&C GROUP PLC,BBG000FGQFW0
C4XD,C4X DISCOVERY HOLDINGS PLC,BBG0076LSJN4
CWC,CABLE & WIRELESS COMMUNICATI,BBG000D0H158
CAD,CADOGAN PETROLEUM PLC,BBG000PNDWZ8
CFYN,CAFFYNS PLC,BBG000BD9XL3
CNE,CAIRN ENERGY PLC,BBG000BDBZP1
CRN,CAIRN HOMES PLC,BBG009BSWF89
CMCL,CALEDONIA MINING CORP,BBG000LC5RG7
CNN,CALEDONIAN TRUST PLC,BBG000BFKSW4
CMBN,CAMBIAN GROUP PLC,BBG00666C253
TREE,CAMBIUM GLOBAL TIMBERLAND LT,BBG000MG77J6
CMB,CAMBRIA AFRICA PLC,BBG000TXV4N7
CAMB,CAMBRIA AUTOMOBILES PLC,BBG000QLQQF2
COG,CAMBRIDGE COGNITION HOLDINGS,BBG004BQ8QB3
CAM,CAMELLIA PLC,BBG000BLW2V6
CNMI,CAMPER & NICHOLSONS MARINA,BBG000PFNCP9
CF/,CANACCORD GENUITY GROUP INC,BBG000QWVYH3
COPL,CANADIAN OVERSEAS PETROLEUM,BBG006980W26
CPX,CAP-XX LTD,BBG000NVM4Q4
CIU,CAPE PLC,BBG000BDBG55
CPI,CAPITA PLC,BBG000BDCHL4
CAPC,CAPITAL & COUNTIES PROPERTIE,BBG000QGZPQ3
CAPD,CAPITAL DRILLING LTD,BBG000R0CS68
CMIP,CAPITAL MANAGEMENT & INVESTM,BBG000CKF2Q2
CAR,CARCLO PLC,BBG000C349W0
CARD,CARD FACTORY PLC,BBG006D88KM7
CDFF,CARDIFF PROPERTY PLC,BBG000BD9P30
CTH,CARETECH HOLDINGS PLC,BBG000BM1G83
CLLN,CARILLION PLC,BBG000BGP5Y5
CCL,CARNIVAL PLC,BBG000C3J543
